player,team,total_runs,batting_avg,batting_sr,total_wickets,bowling_avg,bowling_economy,catches,stumpings
BV Sears,New Zealand,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0
MP Breetzke,South Africa,14912.0,116.5,100.43000000000006,0.0,0.0,0.0,0.0,0.0
CJ Dala,South Africa,0.0,0.0,0.0,64.0,47.0,5.870000000000004,0.0,0.0
R Ashwin,India,288.0,10.666666666666666,28.826666666666668,54.0,59.0,4.873333333333333,9.0,0.0
J Yadav,India,2.0,2.0,33.33,0.0,0.0,5.3,0.0,0.0
D Pretorius,South Africa,513.0,19.0,72.32000000000001,54.0,14.166666666666666,7.219999999999999,45.0,0.0
Mohammad Wasim (1),Pakistan,8000.0,5.55,62.0619999999999,3400.0,21.006999999999977,5.432999999999993,400.0,0.0
Zahid Mahmood,Pakistan,81.0,3.0,42.856666666666655,36.0,31.44333333333334,5.913333333333334,0.0,0.0
MP Kuhnemann,Australia,16.0,8.0,114.28,6.0,31.83,5.02,2.0,0.0
Umran Malik,India,32.0,0.0,10.0,208.0,20.935000000000006,6.632500000000002,32.0,0.0
LA Dawson,England,49.0,16.33,85.96,2.0,94.0,6.26,2.0,0.0
G Coetzee,South Africa,912.0,8.165,48.5,528.0,23.985,6.324999999999998,80.0,0.0
JD Unadkat,India,0.0,0.0,0.0,8.0,16.0,3.1999999999999997,8.0,0.0
Abdul Rahman,Afghanistan,40.0,5.0,27.644999999999996,4.0,53.0,7.3500000000000005,0.0,0.0
NT Tilak Varma,India,272.0,18.25,56.40999999999999,0.0,0.0,5.625,4.0,0.0
Khaled Ahmed,Bangladesh,1.0,1.0,25.0,3.0,24.0,5.4,0.0,0.0
D Foxcroft,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RK Singh,India,55.0,27.5,134.14,1.0,2.0,2.0,1.0,0.0
SA Abbott,Australia,98325.0,17.32666666666665,73.3740000000004,9900.0,35.2,5.638000000000004,2925.0,0.0
A Zampa,Australia,199296.0,11.614583333333334,58.647083333332596,74304.0,27.811666666666746,5.398749999999935,6912.0,0.0
XC Bartlett,Australia,0.0,0.0,0.0,8.0,4.75,2.35,0.0,0.0
Taskin Ahmed,Bangladesh,123786.0,3.713478260869559,47.20521739130481,38088.0,34.35304347826096,4.816956521739143,2116.0,0.0
Anamul Haque,Bangladesh,7500.0,22.132,73.76,0.0,0.0,0.0,125.0,0.0
Naveed Zadran,Afghanistan,90.0,0.3333333333333333,51.18999999999999,27.0,1.4433333333333331,6.776666666666667,0.0,0.0
AR Patel,India,180516.0,30.845,85.7321428571432,8624.0,39.236428571428604,4.6450000000000085,3528.0,0.0
Washington Sundar,India,53424.0,21.16583333333348,85.35749999999996,3744.0,26.50666666666666,5.948333333333334,720.0,0.0
Kuldeep Yadav,India,57661.0,2.847826086956522,53.3399999999997,49726.0,34.2226086956526,5.148695652173894,4761.0,0.0
JL Smith,England,6732.0,11.966666666666663,82.79000000000003,0.0,0.0,0.0,252.0,0.0
MJ Potts,England,720.0,6.0,86.88000000000002,160.0,12.0625,6.365,48.0,0.0
AT Carey,Australia,777304.0,35.0331818181821,87.74272727272849,0.0,0.0,0.0,34848.0,1452.0
Rashid Khan,Afghanistan,148835.0,16.685882352941167,105.53882352941147,19074.0,26.3370588235294,4.579999999999996,3179.0,0.0
AK Markram,South Africa,827757.0,36.27238095238058,98.4433333333349,7497.0,19.333333333333332,4.495714285714265,12348.0,0.0
T Stubbs,South Africa,8964.0,21.333333333333332,44.66833333333337,0.0,0.0,1.25,72.0,0.0
BC Fortuin,South Africa,2664.0,6.333333333333333,40.34999999999997,576.0,26.458333333333332,4.238333333333334,0.0,0.0
L Ngidi,South Africa,39688.0,2.5681818181818183,38.50863636363677,35816.0,48.054545454545625,6.107272727272738,5808.0,0.0
JA Turner,England,8.0,0.0,20.0,8.0,10.5,6.1000000000000005,0.0,0.0
J Overton,England,5390.0,11.04714285714285,67.40857142857138,490.0,14.547142857142855,4.842857142857142,196.0,0.0
OEG Baartman,South Africa,52.0,0.0,50.0,24.0,17.25,4.415,8.0,0.0
Saim Ayub,Pakistan,2060.0,67.16499999999999,105.52999999999997,20.0,28.83,4.73,36.0,0.0
Mohammad Rizwan,Pakistan,1094562.0,43.95761904761881,76.80333333333509,0.0,0.0,0.0,35280.0,882.0
Babar Azam,Pakistan,1432368.0,61.10619047619125,88.46476190476292,0.0,0.0,0.0,7056.0,0.0
Agha Salman,Pakistan,352212.0,45.397857142857255,88.78357142857188,3724.0,54.48785714285722,5.122142857142868,4508.0,0.0
Nasum Ahmed,Bangladesh,11904.0,7.53125,81.67375000000008,1024.0,19.391250000000007,5.294999999999998,192.0,0.0
Nahid Rana,Bangladesh,100.0,0.0,16.0,175.0,38.4,4.694,50.0,0.0
MS Chapman,New Zealand,46656.0,23.666666666666668,104.40555555555542,0.0,0.0,0.0,405.0,0.0
TB Robinson,New Zealand,48.0,16.0,102.12,0.0,0.0,0.0,0.0,0.0
IS Sodhi,New Zealand,24167.0,8.692307692307692,43.26923076923066,4225.0,30.934615384615448,5.861538461538463,1183.0,0.0
RJW Topley,England,2800.0,0.5,43.04000000000005,3200.0,25.642999999999994,5.424000000000002,700.0,0.0
Sufiyan Muqeem,Pakistan,0.0,0.0,0.0,4.0,13.0,6.5,0.0,0.0
Hasan Mahmud,Bangladesh,5929.0,3.727272727272727,25.777272727272663,3751.0,33.28454545454546,6.435454545454555,242.0,0.0
H Klaasen,South Africa,1018710.0,47.76571428571463,120.56952380952774,0.0,0.0,0.6347619047619042,18522.0,2205.0
M Jansen,South Africa,107100.0,13.7440000000001,63.74733333333376,12375.0,27.34466666666674,5.858666666666663,3150.0,0.0
DA Miller,South Africa,800536.0,41.19318181818182,108.52363636363354,0.0,0.0,0.0,14520.0,0.0
Rubel Hossain,Bangladesh,16.0,2.0,7.14,12.0,11.665,5.69,0.0,0.0
Naveen-ul-Haq,Afghanistan,252.0,2.2199999999999998,88.88666666666666,144.0,37.01,6.3066666666666675,18.0,0.0
B Kumar,India,234.0,2.3333333333333335,54.73666666666667,81.0,20.5,6.023333333333333,18.0,0.0
Mohammad Mithun,Bangladesh,6775.0,38.6,79.40399999999995,0.0,0.0,1.2,25.0,0.0
DP Conway,New Zealand,281952.0,45.16583333333332,81.45083333333312,0.0,0.0,0.0,2880.0,0.0
TWM Latham,New Zealand,1287057.0,41.590869565217716,83.2786956521725,0.0,0.0,0.0,33327.0,6348.0
MJ Guptill,New Zealand,46080.0,33.78125,72.65625000000024,0.0,0.0,0.0,896.0,0.0
JDS Neesham,New Zealand,20088.0,14.25888888888889,97.89888888888906,1053.0,33.73777777777779,7.544444444444442,324.0,0.0
LRPL Taylor,New Zealand,5775.0,44.7,69.85399999999997,0.0,0.0,0.0,125.0,0.0
KA Jamieson,New Zealand,7452.0,2.814444444444444,58.52666666666665,1458.0,46.38666666666661,5.1622222222222245,162.0,0.0
TK Curran,England,6125.0,8.428571428571429,44.248571428571346,343.0,18.5,5.238571428571424,49.0,0.0
Imam-ul-Haq,Pakistan,431766.0,35.37235294117658,72.88529411764638,0.0,0.0,0.0,3468.0,0.0
Hasan Ali,Pakistan,3708.0,3.7200000000000015,121.82666666666665,648.0,43.644999999999996,6.965,36.0,0.0
Sarfaraz Ahmed,Pakistan,13.0,13.0,100.0,0.0,0.0,0.0,3.0,0.0
Usman Qadir,Pakistan,0.0,0.0,0.0,1.0,48.0,5.33,1.0,0.0
KA Maharaj,South Africa,85600.0,7.75,55.1140000000005,24000.0,38.20400000000034,4.786499999999985,6000.0,0.0
DM Dupavillon,South Africa,68.0,8.5,85.0,4.0,10.5,4.75,0.0,0.0
SA Yadav,India,116352.0,29.84833333333336,99.44250000000062,0.0,0.0,0.7083333333333334,2592.0,0.0
PP Shaw,India,756.0,31.5,113.715,0.0,0.0,0.0,8.0,0.0
NA Saini,India,1712.0,17.0,55.88999999999997,64.0,48.832499999999996,6.797500000000001,32.0,0.0
K Gowtham,India,2.0,2.0,66.66,1.0,49.0,6.12,1.0,0.0
YS Chahal,India,2432.0,2.875,44.093750000000014,2304.0,42.81249999999997,5.862500000000001,128.0,0.0
Nurul Hasan,Bangladesh,873.0,0.0,65.12666666666667,0.0,0.0,0.0,36.0,27.0
C Overton,England,272.0,21.5,93.1,20.0,70.75,5.375,8.0,0.0
MS Wade,Australia,90.0,45.0,72.58,0.0,0.0,0.0,0.0,0.0
Zubayr Hamza,South Africa,56.0,56.0,70.88,0.0,0.0,0.0,0.0,0.0
K Zondo,South Africa,4.0,4.0,57.14,0.0,0.0,0.0,0.0,0.0
JJ Bumrah,India,5832.0,5.851111111111111,31.780000000000015,3726.0,35.53777777777777,4.908888888888873,81.0,0.0
AJ Finch,Australia,102487.0,34.93090909090909,68.0145454545459,0.0,0.0,1.3181818181818181,1452.0,0.0
DA Warner,Australia,328198.0,42.955384615385086,94.683846153846,0.0,0.0,0.0,3042.0,0.0
HK Bennett,New Zealand,0.0,0.0,0.0,6.0,33.16,6.86,0.0,0.0
Al-Amin Hossain,Bangladesh,0.0,0.0,0.0,1.0,85.0,8.5,0.0,0.0
Haris Sohail,Pakistan,540.0,46.165,89.66499999999999,0.0,0.0,0.0,0.0,0.0
Abid Ali,Pakistan,260.0,21.75,85.63999999999999,0.0,0.0,0.0,0.0,0.0
Haider Ali,Pakistan,284.0,25.0,124.05,0.0,0.0,0.0,8.0,0.0
Khushdil Shah,Pakistan,54837.0,29.56444444444444,88.25444444444415,729.0,59.5,4.131111111111111,810.0,0.0
Harshit Rana,India,832.0,13.0,130.0,624.0,20.44000000000002,5.81,0.0,0.0
CV Varun,India,0.0,0.0,0.0,275.0,45.8,5.22999999999999,0.0,0.0
VR Iyer,India,24.0,12.0,60.0,0.0,0.0,5.6,0.0,0.0
Yasir Ali,Bangladesh,1632.0,15.875,81.315,0.0,0.0,0.5,48.0,0.0
DAJ Bracewell,New Zealand,63.0,31.5,105.0,3.0,15.66,3.35,2.0,0.0
Mohammad Haris,Pakistan,480.0,2.5,90.20749999999998,0.0,0.0,0.0,80.0,32.0
Avesh Khan,India,368.0,5.75,56.057500000000005,144.0,10.290000000000001,6.364999999999998,48.0,0.0
Usama Mir,Pakistan,1000.0,6.0,67.392,375.0,38.65,5.982000000000011,175.0,0.0
HB Shipley,New Zealand,288.0,3.0,33.77500000000001,240.0,36.29749999999999,5.510000000000003,32.0,0.0
CJ Bowes,New Zealand,891.0,16.5,77.59666666666668,0.0,0.0,0.0,36.0,0.0
Ihsanullah,Pakistan,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0
B Sai Sudharsan,India,127.0,63.5,89.43,0.0,0.0,16.0,1.0,0.0
