Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Team,Start Date,End Date
SA Abbott,2,2.0,19.0,0.0,102.0,4.0,3/61,25.5,5.36,28.5,0.0,0.0,Australia,2025-02-01,2025-02-20
AM Hardie,2,2.0,15.0,0.0,73.0,3.0,2/13,24.33,4.86,30.0,0.0,0.0,Australia,2025-02-01,2025-02-20
NT Ellis,1,1.0,9.0,2.0,23.0,2.0,2/23,11.5,2.55,27.0,0.0,0.0,Australia,2025-02-01,2025-02-20
SH Johnson,1,1.0,7.0,0.0,44.0,2.0,2/44,22.0,6.28,21.0,0.0,0.0,Australia,2025-02-01,2025-02-20
BJ Dwarshuis,1,1.0,10.0,1.0,47.0,1.0,1/47,47.0,4.7,60.0,0.0,0.0,Australia,2025-02-01,2025-02-20
MW Short,2,2.0,13.0,0.0,64.0,1.0,1/39,64.0,4.92,78.0,0.0,0.0,Australia,2025-02-01,2025-02-20
A Zampa,2,2.0,14.0,0.0,79.0,1.0,1/47,79.0,5.64,84.0,0.0,0.0,Australia,2025-02-01,2025-02-20
GJ Maxwell,1,1.0,4.0,0.0,23.0,0.0,,,5.75,,0.0,0.0,Australia,2025-02-01,2025-02-20
T Sangha,1,1.0,5.0,0.0,34.0,0.0,,,6.8,,0.0,0.0,Australia,2025-02-01,2025-02-20
AT Carey,1,,,,,,,,,,,,Australia,2025-02-01,2025-02-20
C Connolly,1,,,,,,,,,,,,Australia,2025-02-01,2025-02-20
J Fraser-McGurk,2,,,,,,,,,,,,Australia,2025-02-01,2025-02-20
TM Head,1,,,,,,,,,,,,Australia,2025-02-01,2025-02-20
JP Inglis,1,,,,,,,,,,,,Australia,2025-02-01,2025-02-20
M Labuschagne,1,,,,,,,,,,,,Australia,2025-02-01,2025-02-20
SPD Smith,2,,,,,,,,,,,,Australia,2025-02-01,2025-02-20
PWA Mulder,2,2.0,16.0,2.0,111.0,2.0,2/79,55.5,6.93,48.0,0.0,0.0,South Africa,2025-02-01,2025-02-20
S Muthusamy,2,2.0,11.4,1.0,67.0,2.0,2/50,33.5,5.74,35.0,0.0,0.0,South Africa,2025-02-01,2025-02-20
C Bosch,1,1.0,8.0,0.0,70.0,1.0,1/70,70.0,8.75,48.0,0.0,0.0,South Africa,2025-02-01,2025-02-20
E Bosch,1,1.0,7.0,0.0,33.0,1.0,1/33,33.0,4.71,42.0,0.0,0.0,South Africa,2025-02-01,2025-02-20
CJ Dala,1,1.0,8.0,0.0,47.0,1.0,1/47,47.0,5.87,48.0,0.0,0.0,South Africa,2025-02-01,2025-02-20
L Ngidi,2,2.0,16.0,0.0,128.0,1.0,1/74,128.0,8.0,96.0,0.0,0.0,South Africa,2025-02-01,2025-02-20
KA Maharaj,1,1.0,10.0,0.0,54.0,0.0,,,5.4,,0.0,0.0,South Africa,2025-02-01,2025-02-20
M Mpongwana,1,1.0,3.0,0.0,25.0,0.0,,,8.33,,0.0,0.0,South Africa,2025-02-01,2025-02-20
T Shamsi,2,2.0,18.0,0.0,115.0,0.0,,,6.38,,0.0,0.0,South Africa,2025-02-01,2025-02-20
T Bavuma,2,,,,,,,,,,,,South Africa,2025-02-01,2025-02-20
MP Breetzke,2,,,,,,,,,,,,South Africa,2025-02-01,2025-02-20
T de Zorzi,1,,,,,,,,,,,,South Africa,2025-02-01,2025-02-20
H Klaasen,1,,,,,,,,,,,,South Africa,2025-02-01,2025-02-20
JF Smith,1,,,,,,,,,,,,South Africa,2025-02-01,2025-02-20
K Verreynne,2,,,,,,,,,,,,South Africa,2025-02-01,2025-02-20
Harshit Rana,5,5.0,36.2,2.0,207.0,10.0,3/31,20.7,5.69,21.8,0.0,0.0,India,2025-02-01,2025-02-24
RA Jadeja,4,4.0,35.0,2.0,138.0,7.0,3/26,19.71,3.94,30.0,0.0,0.0,India,2025-02-01,2025-02-24
Mohammed Shami,4,4.0,33.5,1.0,200.0,7.0,5/53,28.57,5.91,29.0,0.0,1.0,India,2025-02-01,2025-02-24
AR Patel,5,5.0,38.2,2.0,184.0,6.0,2/22,30.66,4.8,38.3,0.0,0.0,India,2025-02-01,2025-02-24
Kuldeep Yadav,4,4.0,36.4,0.0,174.0,5.0,3/40,34.8,4.74,44.0,0.0,0.0,India,2025-02-01,2025-02-24
HH Pandya,5,5.0,31.0,1.0,179.0,5.0,2/31,35.8,5.77,37.2,0.0,0.0,India,2025-02-01,2025-02-24
Arshdeep Singh,1,1.0,5.0,0.0,33.0,2.0,2/33,16.5,6.6,15.0,0.0,0.0,India,2025-02-01,2025-02-24
CV Varun,1,1.0,10.0,0.0,54.0,1.0,1/54,54.0,5.4,60.0,0.0,0.0,India,2025-02-01,2025-02-24
Washington Sundar,1,1.0,5.0,0.0,43.0,1.0,1/43,43.0,8.6,30.0,0.0,0.0,India,2025-02-01,2025-02-24
SS Iyer,5,,,,,,,,,,,,India,2025-02-01,2025-02-24
YBK Jaiswal,1,,,,,,,,,,,,India,2025-02-01,2025-02-24
V Kohli,4,,,,,,,,,,,,India,2025-02-01,2025-02-24
KL Rahul,5,,,,,,,,,,,,India,2025-02-01,2025-02-24
RG Sharma,5,,,,,,,,,,,,India,2025-02-01,2025-02-24
Shubman Gill,5,,,,,,,,,,,,India,2025-02-01,2025-02-24
Shaheen Shah Afridi,5,5.0,47.0,0.0,341.0,8.0,3/88,42.62,7.25,35.2,0.0,0.0,Pakistan,2025-02-01,2025-02-24
Abrar Ahmed,5,5.0,50.0,0.0,246.0,5.0,2/41,49.2,4.92,60.0,0.0,0.0,Pakistan,2025-02-01,2025-02-24
Naseem Shah,5,5.0,46.0,0.0,281.0,5.0,2/43,56.2,6.1,55.2,0.0,0.0,Pakistan,2025-02-01,2025-02-24
Haris Rauf,3,3.0,23.2,0.0,158.0,3.0,2/83,52.66,6.77,46.6,0.0,0.0,Pakistan,2025-02-01,2025-02-24
Khushdil Shah,5,5.0,36.3,0.0,210.0,2.0,1/39,105.0,5.75,109.5,0.0,0.0,Pakistan,2025-02-01,2025-02-24
Agha Salman,5,5.0,24.4,0.0,134.0,1.0,1/45,134.0,5.43,148.0,0.0,0.0,Pakistan,2025-02-01,2025-02-24
Faheem Ashraf,1,1.0,2.2,0.0,16.0,0.0,,,6.85,,0.0,0.0,Pakistan,2025-02-01,2025-02-24
Mohammad Hasnain,1,1.0,8.0,0.0,72.0,0.0,,,9.0,,0.0,0.0,Pakistan,2025-02-01,2025-02-24
Babar Azam,5,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-24
Fakhar Zaman,4,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-24
Imam-ul-Haq,1,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-24
Kamran Ghulam,1,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-24
Mohammad Rizwan,5,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-24
Saud Shakeel,4,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-24
Tayyab Tahir,5,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-24
Rishad Hossain,2,2.0,19.1,0.0,96.0,3.0,2/38,32.0,5.0,38.3,0.0,0.0,Bangladesh,2025-02-01,2025-02-24
Mustafizur Rahman,2,2.0,19.0,0.0,104.0,2.0,1/42,52.0,5.47,57.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-24
Taskin Ahmed,2,2.0,16.0,2.0,64.0,2.0,1/28,32.0,4.0,48.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-24
Nahid Rana,1,1.0,9.0,0.0,43.0,1.0,1/43,43.0,4.77,54.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-24
Mehidy Hasan Miraz,2,2.0,20.0,0.0,90.0,0.0,,,4.5,,0.0,0.0,Bangladesh,2025-02-01,2025-02-24
Najmul Hossain Shanto,2,1.0,1.0,0.0,12.0,0.0,,,12.0,,0.0,0.0,Bangladesh,2025-02-01,2025-02-24
Tanzim Hasan Sakib,1,1.0,8.3,0.0,58.0,0.0,,,6.82,,0.0,0.0,Bangladesh,2025-02-01,2025-02-24
Jaker Ali,2,,,,,,,,,,,,Bangladesh,2025-02-01,2025-02-24
Mahmudullah,1,,,,,,,,,,,,Bangladesh,2025-02-01,2025-02-24
Mushfiqur Rahim,2,,,,,,,,,,,,Bangladesh,2025-02-01,2025-02-24
Soumya Sarkar,1,,,,,,,,,,,,Bangladesh,2025-02-01,2025-02-24
Tanzid Hasan,2,,,,,,,,,,,,Bangladesh,2025-02-01,2025-02-24
Towhid Hridoy,2,,,,,,,,,,,,Bangladesh,2025-02-01,2025-02-24
W O'Rourke,5,5.0,44.3,1.0,256.0,11.0,4/43,23.27,5.75,24.2,1.0,0.0,New Zealand,2025-02-01,2025-02-24
MG Bracewell,5,5.0,50.0,2.0,186.0,10.0,4/26,18.6,3.72,30.0,1.0,0.0,New Zealand,2025-02-01,2025-02-24
MJ Henry,4,4.0,36.1,1.0,194.0,8.0,3/53,24.25,5.36,27.1,0.0,0.0,New Zealand,2025-02-01,2025-02-24
MJ Santner,5,5.0,50.0,4.0,233.0,8.0,3/41,29.12,4.66,37.5,0.0,0.0,New Zealand,2025-02-01,2025-02-24
NG Smith,2,2.0,9.0,0.0,66.0,2.0,1/20,33.0,7.33,27.0,0.0,0.0,New Zealand,2025-02-01,2025-02-24
JA Duffy,1,1.0,7.0,0.0,48.0,1.0,1/48,48.0,6.85,42.0,0.0,0.0,New Zealand,2025-02-01,2025-02-24
KA Jamieson,1,1.0,9.0,1.0,48.0,1.0,1/48,48.0,5.33,54.0,0.0,0.0,New Zealand,2025-02-01,2025-02-24
GD Phillips,5,4.0,20.0,0.0,132.0,1.0,1/18,132.0,6.6,120.0,0.0,0.0,New Zealand,2025-02-01,2025-02-24
R Ravindra,2,1.0,3.0,0.0,14.0,0.0,,,4.66,,0.0,0.0,New Zealand,2025-02-01,2025-02-24
BV Sears,2,2.0,16.0,0.0,104.0,0.0,,,6.5,,0.0,0.0,New Zealand,2025-02-01,2025-02-24
DP Conway,4,,,,,,,,,,,,New Zealand,2025-02-01,2025-02-24
TWM Latham,5,,,,,,,,,,,,New Zealand,2025-02-01,2025-02-24
DJ Mitchell,4,,,,,,,,,,,,New Zealand,2025-02-01,2025-02-24
KS Williamson,5,,,,,,,,,,,,New Zealand,2025-02-01,2025-02-24
WA Young,5,,,,,,,,,,,,New Zealand,2025-02-01,2025-02-24
AU Rashid,4,4.0,40.0,2.0,238.0,8.0,4/64,29.75,5.95,30.0,1.0,0.0,England,2025-02-01,2025-02-24
S Mahmood,3,3.0,22.4,0.0,151.0,3.0,2/47,50.33,6.66,45.3,0.0,0.0,England,2025-02-01,2025-02-24
MA Wood,3,3.0,26.3,1.0,177.0,3.0,2/45,59.0,6.67,53.0,0.0,0.0,England,2025-02-01,2025-02-24
JC Archer,2,2.0,17.0,1.0,121.0,2.0,1/39,60.5,7.11,51.0,0.0,0.0,England,2025-02-01,2025-02-24
AAP Atkinson,2,2.0,15.0,0.0,139.0,2.0,1/65,69.5,9.26,45.0,0.0,0.0,England,2025-02-01,2025-02-24
LS Livingstone,4,4.0,27.0,0.0,161.0,2.0,1/29,80.5,5.96,81.0,0.0,0.0,England,2025-02-01,2025-02-24
J Overton,1,1.0,5.0,0.0,27.0,2.0,2/27,13.5,5.4,15.0,0.0,0.0,England,2025-02-01,2025-02-24
JG Bethell,1,1.0,3.0,0.0,18.0,1.0,1/18,18.0,6.0,18.0,0.0,0.0,England,2025-02-01,2025-02-24
BA Carse,2,2.0,12.0,0.0,121.0,1.0,1/69,121.0,10.08,72.0,0.0,0.0,England,2025-02-01,2025-02-24
JE Root,4,4.0,12.3,0.0,98.0,1.0,1/47,98.0,7.84,75.0,0.0,0.0,England,2025-02-01,2025-02-24
T Banton,1,,,,,,,,,,,,England,2025-02-01,2025-02-24
HC Brook,4,,,,,,,,,,,,England,2025-02-01,2025-02-24
JC Buttler,4,,,,,,,,,,,,England,2025-02-01,2025-02-24
BM Duckett,4,,,,,,,,,,,,England,2025-02-01,2025-02-24
PD Salt,4,,,,,,,,,,,,England,2025-02-01,2025-02-24
JL Smith,1,,,,,,,,,,,,England,2025-02-01,2025-02-24
SA Abbott,2,2.0,19.0,0.0,102.0,4.0,3/61,25.5,5.36,28.5,0.0,0.0,Australia,2025-02-01,2025-02-24
BJ Dwarshuis,2,2.0,20.0,1.0,113.0,4.0,3/66,28.25,5.65,30.0,0.0,0.0,Australia,2025-02-01,2025-02-24
AM Hardie,2,2.0,15.0,0.0,73.0,3.0,2/13,24.33,4.86,30.0,0.0,0.0,Australia,2025-02-01,2025-02-24
A Zampa,3,3.0,24.0,0.0,143.0,3.0,2/64,47.66,5.95,48.0,0.0,0.0,Australia,2025-02-01,2025-02-24
NT Ellis,2,2.0,19.0,2.0,74.0,2.0,2/23,37.0,3.89,57.0,0.0,0.0,Australia,2025-02-01,2025-02-24
SH Johnson,2,2.0,14.0,0.0,98.0,2.0,2/44,49.0,7.0,42.0,0.0,0.0,Australia,2025-02-01,2025-02-24
M Labuschagne,2,1.0,5.0,0.0,41.0,2.0,2/41,20.5,8.2,15.0,0.0,0.0,Australia,2025-02-01,2025-02-24
GJ Maxwell,2,2.0,11.0,0.0,81.0,1.0,1/58,81.0,7.36,66.0,0.0,0.0,Australia,2025-02-01,2025-02-24
MW Short,3,3.0,14.0,0.0,71.0,1.0,1/39,71.0,5.07,84.0,0.0,0.0,Australia,2025-02-01,2025-02-24
T Sangha,1,1.0,5.0,0.0,34.0,0.0,,,6.8,,0.0,0.0,Australia,2025-02-01,2025-02-24
AT Carey,2,,,,,,,,,,,,Australia,2025-02-01,2025-02-24
C Connolly,1,,,,,,,,,,,,Australia,2025-02-01,2025-02-24
J Fraser-McGurk,2,,,,,,,,,,,,Australia,2025-02-01,2025-02-24
TM Head,2,,,,,,,,,,,,Australia,2025-02-01,2025-02-24
JP Inglis,2,,,,,,,,,,,,Australia,2025-02-01,2025-02-24
SPD Smith,3,,,,,,,,,,,,Australia,2025-02-01,2025-02-24
Mohammad Nabi,1,1.0,10.0,0.0,51.0,2.0,2/51,25.5,5.1,30.0,0.0,0.0,Afghanistan,2025-02-01,2025-02-24
Azmatullah Omarzai,1,1.0,6.0,0.0,39.0,1.0,1/39,39.0,6.5,36.0,0.0,0.0,Afghanistan,2025-02-01,2025-02-24
Fazalhaq Farooqi,1,1.0,8.0,0.0,59.0,1.0,1/59,59.0,7.37,48.0,0.0,0.0,Afghanistan,2025-02-01,2025-02-24
Noor Ahmad,1,1.0,9.0,0.0,65.0,1.0,1/65,65.0,7.22,54.0,0.0,0.0,Afghanistan,2025-02-01,2025-02-24
Gulbadin Naib,1,1.0,7.0,0.0,42.0,0.0,,,6.0,,0.0,0.0,Afghanistan,2025-02-01,2025-02-24
Rashid Khan,1,1.0,10.0,0.0,59.0,0.0,,,5.9,,0.0,0.0,Afghanistan,2025-02-01,2025-02-24
Hashmatullah Shahidi,1,,,,,,,,,,,,Afghanistan,2025-02-01,2025-02-24
Ibrahim Zadran,1,,,,,,,,,,,,Afghanistan,2025-02-01,2025-02-24
Rahmanullah Gurbaz,1,,,,,,,,,,,,Afghanistan,2025-02-01,2025-02-24
Rahmat Shah,1,,,,,,,,,,,,Afghanistan,2025-02-01,2025-02-24
Sediqullah Atal,1,,,,,,,,,,,,Afghanistan,2025-02-01,2025-02-24
PWA Mulder,3,3.0,25.0,2.0,147.0,4.0,2/36,36.75,5.88,37.5,0.0,0.0,South Africa,2025-02-01,2025-02-24
L Ngidi,3,3.0,24.0,0.0,184.0,3.0,2/56,61.33,7.66,48.0,0.0,0.0,South Africa,2025-02-01,2025-02-24
K Rabada,1,1.0,8.3,1.0,36.0,3.0,3/36,12.0,4.23,17.0,0.0,0.0,South Africa,2025-02-01,2025-02-24
S Muthusamy,2,2.0,11.4,1.0,67.0,2.0,2/50,33.5,5.74,35.0,0.0,0.0,South Africa,2025-02-01,2025-02-24
C Bosch,1,1.0,8.0,0.0,70.0,1.0,1/70,70.0,8.75,48.0,0.0,0.0,South Africa,2025-02-01,2025-02-24
E Bosch,1,1.0,7.0,0.0,33.0,1.0,1/33,33.0,4.71,42.0,0.0,0.0,South Africa,2025-02-01,2025-02-24
CJ Dala,1,1.0,8.0,0.0,47.0,1.0,1/47,47.0,5.87,48.0,0.0,0.0,South Africa,2025-02-01,2025-02-24
M Jansen,1,1.0,8.0,1.0,32.0,1.0,1/32,32.0,4.0,48.0,0.0,0.0,South Africa,2025-02-01,2025-02-24
KA Maharaj,2,2.0,20.0,0.0,100.0,1.0,1/46,100.0,5.0,120.0,0.0,0.0,South Africa,2025-02-01,2025-02-24
M Mpongwana,1,1.0,3.0,0.0,25.0,0.0,,,8.33,,0.0,0.0,South Africa,2025-02-01,2025-02-24
T Shamsi,2,2.0,18.0,0.0,115.0,0.0,,,6.38,,0.0,0.0,South Africa,2025-02-01,2025-02-24
T Bavuma,3,,,,,,,,,,,,South Africa,2025-02-01,2025-02-24
MP Breetzke,2,,,,,,,,,,,,South Africa,2025-02-01,2025-02-24
T de Zorzi,2,,,,,,,,,,,,South Africa,2025-02-01,2025-02-24
H Klaasen,1,,,,,,,,,,,,South Africa,2025-02-01,2025-02-24
AK Markram,1,,,,,,,,,,,,South Africa,2025-02-01,2025-02-24
DA Miller,1,,,,,,,,,,,,South Africa,2025-02-01,2025-02-24
RD Rickelton,1,,,,,,,,,,,,South Africa,2025-02-01,2025-02-24
JF Smith,1,,,,,,,,,,,,South Africa,2025-02-01,2025-02-24
HE van der Dussen,1,,,,,,,,,,,,South Africa,2025-02-01,2025-02-24
K Verreynne,2,,,,,,,,,,,,South Africa,2025-02-01,2025-02-24
Harshit Rana,5,5.0,36.2,2.0,207.0,10.0,3/31,20.7,5.69,21.8,0.0,0.0,India,2025-02-01,2025-02-25
RA Jadeja,4,4.0,35.0,2.0,138.0,7.0,3/26,19.71,3.94,30.0,0.0,0.0,India,2025-02-01,2025-02-25
Mohammed Shami,4,4.0,33.5,1.0,200.0,7.0,5/53,28.57,5.91,29.0,0.0,1.0,India,2025-02-01,2025-02-25
AR Patel,5,5.0,38.2,2.0,184.0,6.0,2/22,30.66,4.8,38.3,0.0,0.0,India,2025-02-01,2025-02-25
Kuldeep Yadav,4,4.0,36.4,0.0,174.0,5.0,3/40,34.8,4.74,44.0,0.0,0.0,India,2025-02-01,2025-02-25
HH Pandya,5,5.0,31.0,1.0,179.0,5.0,2/31,35.8,5.77,37.2,0.0,0.0,India,2025-02-01,2025-02-25
Arshdeep Singh,1,1.0,5.0,0.0,33.0,2.0,2/33,16.5,6.6,15.0,0.0,0.0,India,2025-02-01,2025-02-25
CV Varun,1,1.0,10.0,0.0,54.0,1.0,1/54,54.0,5.4,60.0,0.0,0.0,India,2025-02-01,2025-02-25
Washington Sundar,1,1.0,5.0,0.0,43.0,1.0,1/43,43.0,8.6,30.0,0.0,0.0,India,2025-02-01,2025-02-25
SS Iyer,5,,,,,,,,,,,,India,2025-02-01,2025-02-25
YBK Jaiswal,1,,,,,,,,,,,,India,2025-02-01,2025-02-25
V Kohli,4,,,,,,,,,,,,India,2025-02-01,2025-02-25
KL Rahul,5,,,,,,,,,,,,India,2025-02-01,2025-02-25
RG Sharma,5,,,,,,,,,,,,India,2025-02-01,2025-02-25
Shubman Gill,5,,,,,,,,,,,,India,2025-02-01,2025-02-25
Shaheen Shah Afridi,5,5.0,47.0,0.0,341.0,8.0,3/88,42.62,7.25,35.2,0.0,0.0,Pakistan,2025-02-01,2025-02-25
Abrar Ahmed,5,5.0,50.0,0.0,246.0,5.0,2/41,49.2,4.92,60.0,0.0,0.0,Pakistan,2025-02-01,2025-02-25
Naseem Shah,5,5.0,46.0,0.0,281.0,5.0,2/43,56.2,6.1,55.2,0.0,0.0,Pakistan,2025-02-01,2025-02-25
Haris Rauf,3,3.0,23.2,0.0,158.0,3.0,2/83,52.66,6.77,46.6,0.0,0.0,Pakistan,2025-02-01,2025-02-25
Khushdil Shah,5,5.0,36.3,0.0,210.0,2.0,1/39,105.0,5.75,109.5,0.0,0.0,Pakistan,2025-02-01,2025-02-25
Agha Salman,5,5.0,24.4,0.0,134.0,1.0,1/45,134.0,5.43,148.0,0.0,0.0,Pakistan,2025-02-01,2025-02-25
Faheem Ashraf,1,1.0,2.2,0.0,16.0,0.0,,,6.85,,0.0,0.0,Pakistan,2025-02-01,2025-02-25
Mohammad Hasnain,1,1.0,8.0,0.0,72.0,0.0,,,9.0,,0.0,0.0,Pakistan,2025-02-01,2025-02-25
Babar Azam,5,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-25
Fakhar Zaman,4,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-25
Imam-ul-Haq,1,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-25
Kamran Ghulam,1,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-25
Mohammad Rizwan,5,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-25
Saud Shakeel,4,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-25
Tayyab Tahir,5,,,,,,,,,,,,Pakistan,2025-02-01,2025-02-25
Rishad Hossain,2,2.0,19.1,0.0,96.0,3.0,2/38,32.0,5.0,38.3,0.0,0.0,Bangladesh,2025-02-01,2025-02-25
Mustafizur Rahman,2,2.0,19.0,0.0,104.0,2.0,1/42,52.0,5.47,57.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-25
Taskin Ahmed,2,2.0,16.0,2.0,64.0,2.0,1/28,32.0,4.0,48.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-25
Nahid Rana,1,1.0,9.0,0.0,43.0,1.0,1/43,43.0,4.77,54.0,0.0,0.0,Bangladesh,2025-02-01,2025-02-25
Mehidy Hasan Miraz,2,2.0,20.0,0.0,90.0,0.0,,,4.5,,0.0,0.0,Bangladesh,2025-02-01,2025-02-25
Najmul Hossain Shanto,2,1.0,1.0,0.0,12.0,0.0,,,12.0,,0.0,0.0,Bangladesh,2025-02-01,2025-02-25
Tanzim Hasan Sakib,1,1.0,8.3,0.0,58.0,0.0,,,6.82,,0.0,0.0,Bangladesh,2025-02-01,2025-02-25
Jaker Ali,2,,,,,,,,,,,,Bangladesh,2025-02-01,2025-02-25
Mahmudullah,1,,,,,,,,,,,,Bangladesh,2025-02-01,2025-02-25
Mushfiqur Rahim,2,,,,,,,,,,,,Bangladesh,2025-02-01,2025-02-25
Soumya Sarkar,1,,,,,,,,,,,,Bangladesh,2025-02-01,2025-02-25
Tanzid Hasan,2,,,,,,,,,,,,Bangladesh,2025-02-01,2025-02-25
Towhid Hridoy,2,,,,,,,,,,,,Bangladesh,2025-02-01,2025-02-25
W O'Rourke,5,5.0,44.3,1.0,256.0,11.0,4/43,23.27,5.75,24.2,1.0,0.0,New Zealand,2025-02-01,2025-02-25
MG Bracewell,5,5.0,50.0,2.0,186.0,10.0,4/26,18.6,3.72,30.0,1.0,0.0,New Zealand,2025-02-01,2025-02-25
MJ Henry,4,4.0,36.1,1.0,194.0,8.0,3/53,24.25,5.36,27.1,0.0,0.0,New Zealand,2025-02-01,2025-02-25
MJ Santner,5,5.0,50.0,4.0,233.0,8.0,3/41,29.12,4.66,37.5,0.0,0.0,New Zealand,2025-02-01,2025-02-25
NG Smith,2,2.0,9.0,0.0,66.0,2.0,1/20,33.0,7.33,27.0,0.0,0.0,New Zealand,2025-02-01,2025-02-25
JA Duffy,1,1.0,7.0,0.0,48.0,1.0,1/48,48.0,6.85,42.0,0.0,0.0,New Zealand,2025-02-01,2025-02-25
KA Jamieson,1,1.0,9.0,1.0,48.0,1.0,1/48,48.0,5.33,54.0,0.0,0.0,New Zealand,2025-02-01,2025-02-25
GD Phillips,5,4.0,20.0,0.0,132.0,1.0,1/18,132.0,6.6,120.0,0.0,0.0,New Zealand,2025-02-01,2025-02-25
R Ravindra,2,1.0,3.0,0.0,14.0,0.0,,,4.66,,0.0,0.0,New Zealand,2025-02-01,2025-02-25
BV Sears,2,2.0,16.0,0.0,104.0,0.0,,,6.5,,0.0,0.0,New Zealand,2025-02-01,2025-02-25
DP Conway,4,,,,,,,,,,,,New Zealand,2025-02-01,2025-02-25
TWM Latham,5,,,,,,,,,,,,New Zealand,2025-02-01,2025-02-25
DJ Mitchell,4,,,,,,,,,,,,New Zealand,2025-02-01,2025-02-25
KS Williamson,5,,,,,,,,,,,,New Zealand,2025-02-01,2025-02-25
WA Young,5,,,,,,,,,,,,New Zealand,2025-02-01,2025-02-25
AU Rashid,4,4.0,40.0,2.0,238.0,8.0,4/64,29.75,5.95,30.0,1.0,0.0,England,2025-02-01,2025-02-25
S Mahmood,3,3.0,22.4,0.0,151.0,3.0,2/47,50.33,6.66,45.3,0.0,0.0,England,2025-02-01,2025-02-25
MA Wood,3,3.0,26.3,1.0,177.0,3.0,2/45,59.0,6.67,53.0,0.0,0.0,England,2025-02-01,2025-02-25
JC Archer,2,2.0,17.0,1.0,121.0,2.0,1/39,60.5,7.11,51.0,0.0,0.0,England,2025-02-01,2025-02-25
AAP Atkinson,2,2.0,15.0,0.0,139.0,2.0,1/65,69.5,9.26,45.0,0.0,0.0,England,2025-02-01,2025-02-25
LS Livingstone,4,4.0,27.0,0.0,161.0,2.0,1/29,80.5,5.96,81.0,0.0,0.0,England,2025-02-01,2025-02-25
J Overton,1,1.0,5.0,0.0,27.0,2.0,2/27,13.5,5.4,15.0,0.0,0.0,England,2025-02-01,2025-02-25
JG Bethell,1,1.0,3.0,0.0,18.0,1.0,1/18,18.0,6.0,18.0,0.0,0.0,England,2025-02-01,2025-02-25
BA Carse,2,2.0,12.0,0.0,121.0,1.0,1/69,121.0,10.08,72.0,0.0,0.0,England,2025-02-01,2025-02-25
JE Root,4,4.0,12.3,0.0,98.0,1.0,1/47,98.0,7.84,75.0,0.0,0.0,England,2025-02-01,2025-02-25
T Banton,1,,,,,,,,,,,,England,2025-02-01,2025-02-25
HC Brook,4,,,,,,,,,,,,England,2025-02-01,2025-02-25
JC Buttler,4,,,,,,,,,,,,England,2025-02-01,2025-02-25
BM Duckett,4,,,,,,,,,,,,England,2025-02-01,2025-02-25
PD Salt,4,,,,,,,,,,,,England,2025-02-01,2025-02-25
JL Smith,1,,,,,,,,,,,,England,2025-02-01,2025-02-25
SA Abbott,2,2.0,19.0,0.0,102.0,4.0,3/61,25.5,5.36,28.5,0.0,0.0,Australia,2025-02-01,2025-02-25
BJ Dwarshuis,2,2.0,20.0,1.0,113.0,4.0,3/66,28.25,5.65,30.0,0.0,0.0,Australia,2025-02-01,2025-02-25
AM Hardie,2,2.0,15.0,0.0,73.0,3.0,2/13,24.33,4.86,30.0,0.0,0.0,Australia,2025-02-01,2025-02-25
A Zampa,3,3.0,24.0,0.0,143.0,3.0,2/64,47.66,5.95,48.0,0.0,0.0,Australia,2025-02-01,2025-02-25
NT Ellis,2,2.0,19.0,2.0,74.0,2.0,2/23,37.0,3.89,57.0,0.0,0.0,Australia,2025-02-01,2025-02-25
SH Johnson,2,2.0,14.0,0.0,98.0,2.0,2/44,49.0,7.0,42.0,0.0,0.0,Australia,2025-02-01,2025-02-25
M Labuschagne,2,1.0,5.0,0.0,41.0,2.0,2/41,20.5,8.2,15.0,0.0,0.0,Australia,2025-02-01,2025-02-25
GJ Maxwell,2,2.0,11.0,0.0,81.0,1.0,1/58,81.0,7.36,66.0,0.0,0.0,Australia,2025-02-01,2025-02-25
MW Short,3,3.0,14.0,0.0,71.0,1.0,1/39,71.0,5.07,84.0,0.0,0.0,Australia,2025-02-01,2025-02-25
T Sangha,1,1.0,5.0,0.0,34.0,0.0,,,6.8,,0.0,0.0,Australia,2025-02-01,2025-02-25
AT Carey,2,,,,,,,,,,,,Australia,2025-02-01,2025-02-25
